context,comparison,gene,l2fc_12h_RMC2C,qval_12h_RMC2C,l2fc_48h_RMC2C,qval_48h_RMC2C,l2fc_12h_RMC219,qval_12h_RMC219,l2fc_48h_RMC219,qval_48h_RMC219,mean_l2fc_48h,probe_id,log2fc,pvalue,qvalue,t_stat,gene_annotation_raw,gene_symbol,log2FC_disease_state
Sarcomatoid UC (DOWN),SARC vs conventional UC,RBM35A,,,,,,,,,,ILMN_1749180,-1.6471178461246732,8.587406154090634e-09,1.775314782468125e-07,,,RBM35A,-1.6471178461246732
Sarcomatoid UC (DOWN),SARC vs conventional UC,ITGB6,,,,,,,,,,ILMN_1789846,-1.640305163855828,5.2967474846185715e-09,1.1577570748187485e-07,,,ITGB6,-1.640305163855828
Sarcomatoid UC (DOWN),SARC vs conventional UC,KRT13,,,,,,,,,,ILMN_1721218,-1.6123097478103512,4.451375747650322e-07,5.636554540462221e-06,,,KRT13,-1.6123097478103512
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORD58A,,,,,,,,,,ILMN_3236149,-1.611498481878904,1.385520076899742e-37,4.070242329908372e-33,,,SNORD58A,-1.611498481878904
Sarcomatoid UC (DOWN),SARC vs conventional UC,MYH11,,,,,,,,,,ILMN_1660086,-1.5950420084942485,1.075631616911937e-06,1.2314431024950108e-05,,,MYH11,-1.5950420084942485
Sarcomatoid UC (DOWN),SARC vs conventional UC,ERBB3,,,,,,,,,,ILMN_2397602,-1.5932132713011988,2.881733460510376e-07,3.877997428740875e-06,,,ERBB3,-1.5932132713011988
Sarcomatoid UC (DOWN),SARC vs conventional UC,GPRC5A,,,,,,,,,,ILMN_1682599,-1.5819110049063676,1.164271334133679e-09,3.0321630303940687e-08,,,GPRC5A,-1.5819110049063676
Sarcomatoid UC (DOWN),SARC vs conventional UC,GRHL2,,,,,,,,,,ILMN_2060145,-1.5721648731840725,6.76931491584106e-08,1.0903925168747406e-06,,,GRHL2,-1.5721648731840725
Sarcomatoid UC (DOWN),SARC vs conventional UC,HSPB6,,,,,,,,,,ILMN_1721283,-1.5710683897887687,5.878952101422953e-07,7.175154793664399e-06,,,HSPB6,-1.5710683897887687
Sarcomatoid UC (DOWN),SARC vs conventional UC,WDR72,,,,,,,,,,ILMN_1763196,-1.5662364010205954,5.0148308041931015e-08,8.346780993471996e-07,,,WDR72,-1.5662364010205954
Sarcomatoid UC (DOWN),SARC vs conventional UC,AGR2,,,,,,,,,,ILMN_3307841,-1.5457659077304813,2.8733661247342934e-12,1.5347432117512607e-10,,,AGR2,-1.5457659077304813
Sarcomatoid UC (DOWN),SARC vs conventional UC,CCBP2,,,,,,,,,,ILMN_1763127,-1.5333128857931078,1.664779897363216e-09,4.1764508151015545e-08,,,CCBP2,-1.5333128857931078
Sarcomatoid UC (DOWN),SARC vs conventional UC,DSP,,,,,,,,,,ILMN_1659749,-1.5095112430514162,2.919213227984411e-13,2.066451252975857e-11,,,DSP,-1.5095112430514162
Sarcomatoid UC (DOWN),SARC vs conventional UC,SCNN1B,,,,,,,,,,ILMN_1740917,-1.4712980566256355,1.7093545852696718e-14,1.6738569883822382e-12,,,SCNN1B,-1.4712980566256355
Sarcomatoid UC (DOWN),SARC vs conventional UC,SPINT1,,,,,,,,,,ILMN_2375992,-1.4596051317366054,2.5038821996820905e-10,7.833498123542147e-09,,,SPINT1,-1.4596051317366054
Sarcomatoid UC (DOWN),SARC vs conventional UC,AKR1C2,,,,,,,,,,ILMN_2412336,-1.4582229664019657,2.24388705503006e-05,0.0001786898075782,,,AKR1C2,-1.4582229664019657
Sarcomatoid UC (DOWN),SARC vs conventional UC,PLA2G2A,,,,,,,,,,ILMN_1740586,-1.4552960040072929,1.992562654039192e-06,2.110148272808556e-05,,,PLA2G2A,-1.4552960040072929
Sarcomatoid UC (DOWN),SARC vs conventional UC,SOD3,,,,,,,,,,ILMN_1690034,-1.4498981601456622,3.7908907688157207e-10,1.128318116671727e-08,,,SOD3,-1.4498981601456622
Sarcomatoid UC (DOWN),SARC vs conventional UC,TRIM29,,,,,,,,,,ILMN_1741755,-1.4489843485006275,1.2674817050818151e-14,1.2928753489648778e-12,,,TRIM29,-1.4489843485006275
Sarcomatoid UC (DOWN),SARC vs conventional UC,F11R,,,,,,,,,,ILMN_2342033,-1.4431595663384087,1.705075988288031e-15,2.318982282774884e-13,,,F11R,-1.4431595663384087
Sarcomatoid UC (DOWN),SARC vs conventional UC,TACSTD1,,,,,,,,,,ILMN_2160209,-1.4411142837620492,1.2427292487548717e-21,6.760677248272567e-19,,,TACSTD1,-1.4411142837620492
Sarcomatoid UC (DOWN),SARC vs conventional UC,MPZL2,,,,,,,,,,ILMN_1752932,-1.4372249895285192,2.6629523516171628e-18,7.0477073183294955e-16,,,MPZL2,-1.4372249895285192
Sarcomatoid UC (DOWN),SARC vs conventional UC,CD24,,,,,,,,,,ILMN_1805519,-1.4330589303532877,1.2447534569702997e-19,4.4056773861947587e-17,,,CD24,-1.4330589303532877
Sarcomatoid UC (DOWN),SARC vs conventional UC,DIMT1L,,,,,,,,,,ILMN_1803312,-1.427072410276292,1.901810123894885e-17,4.0632924527088586e-15,,,DIMT1L,-1.427072410276292
Sarcomatoid UC (DOWN),SARC vs conventional UC,MAOA,,,,,,,,,,ILMN_1663640,-1.4202118986786845,7.749945969160478e-07,9.175866185163876e-06,,,MAOA,-1.4202118986786845
Sarcomatoid UC (DOWN),SARC vs conventional UC,CDC42EP5,,,,,,,,,,ILMN_1774982,-1.4162889682851398,7.5292267865938525e-16,1.1059304765488377e-13,,,CDC42EP5,-1.4162889682851398
Sarcomatoid UC (DOWN),SARC vs conventional UC,BCAS1,,,,,,,,,,ILMN_1733042,-1.4114539131355135,5.021723304963488e-19,1.505338423774616e-16,,,BCAS1,-1.4114539131355135
Sarcomatoid UC (DOWN),SARC vs conventional UC,UPK3B,,,,,,,,,,ILMN_2353276,-1.4039977212794854,9.998211977645783e-11,3.5473124790736724e-09,,,UPK3B,-1.4039977212794854
Sarcomatoid UC (DOWN),SARC vs conventional UC,FGFR3,,,,,,,,,,ILMN_1723123,-1.4008239011788426,8.151752188403002e-08,1.2847318886197154e-06,,,FGFR3,-1.4008239011788426
Sarcomatoid UC (DOWN),SARC vs conventional UC,ST14,,,,,,,,,,ILMN_1699887,-1.391957516628162,1.8637695491683447e-10,6.076798895218477e-09,,,ST14,-1.391957516628162
Sarcomatoid UC (DOWN),SARC vs conventional UC,IRF2,,,,,,,,,,ILMN_1765547,-1.3868778224990417,5.2237685278446045e-14,4.500253608284191e-12,,,IRF2,-1.3868778224990417
Sarcomatoid UC (DOWN),SARC vs conventional UC,EFCAB4A,,,,,,,,,,ILMN_1745623,-1.3853582297054077,8.069054271774678e-12,3.8242883994670464e-10,,,EFCAB4A,-1.3853582297054077
Sarcomatoid UC (DOWN),SARC vs conventional UC,TACSTD1,,,,,,,,,,ILMN_2160210,-1.3821910160989104,8.895422425819995e-17,1.6365002091545836e-14,,,TACSTD1,-1.3821910160989104
Sarcomatoid UC (DOWN),SARC vs conventional UC,LY6D,,,,,,,,,,ILMN_1814270,-1.378640111007062,0.0003314919614916,0.0018256916671802,,,LY6D,-1.378640111007062
Sarcomatoid UC (DOWN),SARC vs conventional UC,LGALS3,,,,,,,,,,ILMN_1803788,-1.3750942937760169,1.401991202352256e-23,1.872104343250101e-20,,,LGALS3,-1.3750942937760169
Sarcomatoid UC (DOWN),SARC vs conventional UC,UGT1A6,,,,,,,,,,ILMN_1752813,-1.3716012937558082,2.1679374418042e-05,0.0001732993149058,,,UGT1A6,-1.3716012937558082
Sarcomatoid UC (DOWN),SARC vs conventional UC,C10orf99,,,,,,,,,,ILMN_1802192,-1.3687686700792314,1.2317346642287254e-10,4.2173274162059744e-09,,,C10orf99,-1.3687686700792314
Sarcomatoid UC (DOWN),SARC vs conventional UC,SCNN1A,,,,,,,,,,ILMN_1713995,-1.366016415552778,9.828584085821696e-06,8.675910898112499e-05,,,SCNN1A,-1.366016415552778
Sarcomatoid UC (DOWN),SARC vs conventional UC,CTSG,,,,,,,,,,ILMN_1680424,-1.363997446618873,2.584253375688432e-07,3.5195925552897106e-06,,,CTSG,-1.363997446618873
Sarcomatoid UC (DOWN),SARC vs conventional UC,BTG2,,,,,,,,,,ILMN_1770085,-1.3518230546140462,4.178134808820442e-22,2.7275792506381807e-19,,,BTG2,-1.3518230546140462
Sarcomatoid UC (DOWN),SARC vs conventional UC,GDF15,,,,,,,,,,ILMN_2188862,-1.3492120149380975,2.6174019332120402e-14,2.480368277160325e-12,,,GDF15,-1.3492120149380975
Sarcomatoid UC (DOWN),SARC vs conventional UC,CD24,,,,,,,,,,ILMN_2060413,-1.3491577307682476,4.864950267173189e-08,8.120320681746977e-07,,,CD24,-1.3491577307682476
Sarcomatoid UC (DOWN),SARC vs conventional UC,C1orf116,,,,,,,,,,ILMN_1706483,-1.348257630832311,7.225680206888845e-11,2.6600101182678395e-09,,,C1orf116,-1.348257630832311
Sarcomatoid UC (DOWN),SARC vs conventional UC,ITGB4,,,,,,,,,,ILMN_2334210,-1.3470189265271948,2.8614770874885424e-06,2.8986762896258936e-05,,,ITGB4,-1.3470189265271948
Sarcomatoid UC (DOWN),SARC vs conventional UC,LOC389816,,,,,,,,,,ILMN_2249018,-1.3463066660532252,2.366037746094974e-06,2.4526143566348644e-05,,,LOC389816,-1.3463066660532252
Sarcomatoid UC (DOWN),SARC vs conventional UC,ESPN,,,,,,,,,,ILMN_1806710,-1.3338977308513886,1.3390985059417376e-05,0.0001138601933691,,,ESPN,-1.3338977308513886
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORD54,,,,,,,,,,ILMN_1663681,-1.3290144175409484,4.484812778704983e-29,6.587517250000814e-25,,,SNORD54,-1.3290144175409484
Sarcomatoid UC (DOWN),SARC vs conventional UC,NR4A1,,,,,,,,,,ILMN_2410145,-1.3216687398043288,2.528096329334916e-08,4.5986307038310713e-07,,,NR4A1,-1.3216687398043288
Sarcomatoid UC (DOWN),SARC vs conventional UC,PREPL,,,,,,,,,,ILMN_2345319,-1.3209005301268055,2.5249951516318352e-15,3.225077503021236e-13,,,PREPL,-1.3209005301268055
Sarcomatoid UC (DOWN),SARC vs conventional UC,GPX2,,,,,,,,,,ILMN_2133205,-1.31682298288849,5.996334714871808e-20,2.3178200647209093e-17,,,GPX2,-1.31682298288849
Sarcomatoid UC (DOWN),SARC vs conventional UC,BCL11A,,,,,,,,,,ILMN_2255133,-1.3104921820511093,2.1990410017058707e-11,9.335437501027944e-10,,,BCL11A,-1.3104921820511093
Sarcomatoid UC (DOWN),SARC vs conventional UC,ACER2,,,,,,,,,,ILMN_1761000,-1.3065157084267265,2.881113219729291e-10,8.871956295176873e-09,,,ACER2,-1.3065157084267265
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORD68,,,,,,,,,,ILMN_2082762,-1.3053349606625382,8.185355662143893e-18,1.9392031716677512e-15,,,SNORD68,-1.3053349606625382
Sarcomatoid UC (DOWN),SARC vs conventional UC,NIPAL1,,,,,,,,,,ILMN_1811593,-1.2956255277841606,2.4052300195489467e-21,1.2182490049015417e-18,,,NIPAL1,-1.2956255277841606
Sarcomatoid UC (DOWN),SARC vs conventional UC,FLJ22184,,,,,,,,,,ILMN_2387471,-1.2940071300828766,1.4400814322140422e-09,3.6723326592145773e-08,,,FLJ22184,-1.2940071300828766
Sarcomatoid UC (DOWN),SARC vs conventional UC,VIPR1,,,,,,,,,,ILMN_2199389,-1.287829296811993,1.962397577272976e-05,0.0001588574087284,,,VIPR1,-1.287829296811993
Sarcomatoid UC (DOWN),SARC vs conventional UC,ALDH5A1,,,,,,,,,,ILMN_2372403,-1.2849756523414877,4.527154519918111e-19,1.4152103432726466e-16,,,ALDH5A1,-1.2849756523414877
Sarcomatoid UC (DOWN),SARC vs conventional UC,PTK6,,,,,,,,,,ILMN_1764508,-1.281729015345828,1.1773360435680756e-08,2.343265647147653e-07,,,PTK6,-1.281729015345828
Sarcomatoid UC (DOWN),SARC vs conventional UC,SLC44A3,,,,,,,,,,ILMN_1658498,-1.2813705893432878,3.086507399647785e-13,2.1538186731695223e-11,,,SLC44A3,-1.2813705893432878
Sarcomatoid UC (DOWN),SARC vs conventional UC,DHRS2,,,,,,,,,,ILMN_2384857,-1.2813655331404608,1.9943918222937926e-16,3.406351660670043e-14,,,DHRS2,-1.2813655331404608
Sarcomatoid UC (DOWN),SARC vs conventional UC,CSDC2,,,,,,,,,,ILMN_1806787,-1.2785682423091087,4.6080124894682775e-11,1.797736824742491e-09,,,CSDC2,-1.2785682423091087
Sarcomatoid UC (DOWN),SARC vs conventional UC,CEACAM6,,,,,,,,,,ILMN_1712522,-1.2646982370392266,1.5812485241803692e-08,3.026210937775029e-07,,,CEACAM6,-1.2646982370392266
Sarcomatoid UC (DOWN),SARC vs conventional UC,KIAA1543,,,,,,,,,,ILMN_2273609,-1.2608507473298642,1.3274851157830946e-07,1.9725609633970644e-06,,,KIAA1543,-1.2608507473298642
Sarcomatoid UC (DOWN),SARC vs conventional UC,ABO,,,,,,,,,,ILMN_1656979,-1.255017952907611,1.56862030108471e-13,1.1907327799732694e-11,,,ABO,-1.255017952907611
Sarcomatoid UC (DOWN),SARC vs conventional UC,GBP2,,,,,,,,,,ILMN_1774077,-1.2540003421190855,2.1887581328298423e-10,6.991426333789728e-09,,,GBP2,-1.2540003421190855
Sarcomatoid UC (DOWN),SARC vs conventional UC,RAP1GAP,,,,,,,,,,ILMN_1776519,-1.2512257543127283,1.978191933135507e-09,4.8468177164071554e-08,,,RAP1GAP,-1.2512257543127283
Sarcomatoid UC (DOWN),SARC vs conventional UC,PTK6,,,,,,,,,,ILMN_2075800,-1.2505073796855075,4.528364784274392e-19,1.4152103432726466e-16,,,PTK6,-1.2505073796855075
Sarcomatoid UC (DOWN),SARC vs conventional UC,SRC,,,,,,,,,,ILMN_1778253,-1.2503441584032782,1.2547842550229582e-14,1.28438317281566e-12,,,SRC,-1.2503441584032782
Sarcomatoid UC (DOWN),SARC vs conventional UC,CEACAM1,,,,,,,,,,ILMN_1716815,-1.241943755117659,9.41643559958833e-13,5.668578455104639e-11,,,CEACAM1,-1.241943755117659
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORA27,,,,,,,,,,ILMN_3248811,-1.235686275545767,6.668677151998031e-20,2.448821608678077e-17,,,SNORA27,-1.235686275545767
Sarcomatoid UC (DOWN),SARC vs conventional UC,SPRR3,,,,,,,,,,ILMN_1810835,-1.2318118825553332,4.7347260607205136e-11,1.8422787746461795e-09,,,SPRR3,-1.2318118825553332
Sarcomatoid UC (DOWN),SARC vs conventional UC,RHPN2,,,,,,,,,,ILMN_1753143,-1.229390006951185,5.503437813216375e-24,9.510264272873967e-21,,,RHPN2,-1.229390006951185
Sarcomatoid UC (DOWN),SARC vs conventional UC,KRT17,,,,,,,,,,ILMN_1666845,-1.2284035839952585,0.0008480947883836,0.0040630268425224,,,KRT17,-1.2284035839952585
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORA2A,,,,,,,,,,ILMN_3248232,-1.2280521848479324,4.698366057101144e-20,1.890738351499457e-17,,,SNORA2A,-1.2280521848479324
Sarcomatoid UC (DOWN),SARC vs conventional UC,FHL2,,,,,,,,,,ILMN_2355831,-1.2202928617642206,1.954156140401662e-12,1.0770590044386419e-10,,,FHL2,-1.2202928617642206
Sarcomatoid UC (DOWN),SARC vs conventional UC,CNN1,,,,,,,,,,ILMN_1810054,-1.2200111707305892,8.935494292140435e-05,0.0005896181846815,,,CNN1,-1.2200111707305892
Sarcomatoid UC (DOWN),SARC vs conventional UC,TPSAB1,,,,,,,,,,ILMN_2169801,-1.2200017718388585,7.518459317745547e-13,4.5940749249726975e-11,,,TPSAB1,-1.2200017718388585
Sarcomatoid UC (DOWN),SARC vs conventional UC,LAMB3,,,,,,,,,,ILMN_1680054,-1.2196352391914838,6.503636042283374e-05,0.0004483860971935,,,LAMB3,-1.2196352391914838
Sarcomatoid UC (DOWN),SARC vs conventional UC,LRP5,,,,,,,,,,ILMN_1702775,-1.2152990423381125,3.694420356964304e-15,4.466295754178615e-13,,,LRP5,-1.2152990423381125
Sarcomatoid UC (DOWN),SARC vs conventional UC,APOD,,,,,,,,,,ILMN_1780170,-1.2145187542137483,3.191927178179531e-07,4.23337447915937e-06,,,APOD,-1.2145187542137483
Sarcomatoid UC (DOWN),SARC vs conventional UC,GRB7,,,,,,,,,,ILMN_1798582,-1.2139211951428166,1.7067511657583993e-07,2.452995547773214e-06,,,GRB7,-1.2139211951428166
Sarcomatoid UC (DOWN),SARC vs conventional UC,PVRL4,,,,,,,,,,ILMN_1749044,-1.212981137653613,1.5997652674101078e-10,5.2983432086478845e-09,,,PVRL4,-1.212981137653613
Sarcomatoid UC (DOWN),SARC vs conventional UC,VSIG2,,,,,,,,,,ILMN_1666536,-1.211529535896255,5.632843342849011e-09,1.2226691482201945e-07,,,VSIG2,-1.211529535896255
Sarcomatoid UC (DOWN),SARC vs conventional UC,AP1M2,,,,,,,,,,ILMN_1705861,-1.211502081259483,5.3744200964416e-07,6.647761649396417e-06,,,AP1M2,-1.211502081259483
Sarcomatoid UC (DOWN),SARC vs conventional UC,KIAA1543,,,,,,,,,,ILMN_1809208,-1.204140872368419,4.409835577202781e-09,9.904261448890372e-08,,,KIAA1543,-1.204140872368419
Sarcomatoid UC (DOWN),SARC vs conventional UC,C19orf33,,,,,,,,,,ILMN_1717793,-1.2019453494154346,1.1352424098138644e-06,1.290136026038758e-05,,,C19orf33,-1.2019453494154346
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORD114-3,,,,,,,,,,ILMN_3310416,-1.201445727134005,1.924671985138154e-08,3.626753618178549e-07,,,SNORD114-3,-1.201445727134005
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORA12,,,,,,,,,,ILMN_3238435,-1.2012575578244815,1.4634860617705468e-17,3.239576473785321e-15,,,SNORA12,-1.2012575578244815
Sarcomatoid UC (DOWN),SARC vs conventional UC,APOBEC3A,,,,,,,,,,ILMN_1680192,-1.2007746707744014,2.0352857901953489e-07,2.8649061168456523e-06,,,APOBEC3A,-1.2007746707744014
Sarcomatoid UC (DOWN),SARC vs conventional UC,ZNF364,,,,,,,,,,ILMN_1811997,-1.1977863355694636,3.0229662842517186e-17,6.08258085838786e-15,,,ZNF364,-1.1977863355694636
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORD2,,,,,,,,,,ILMN_3237309,-1.193602360280356,1.1989585472257173e-23,1.8351014209398692e-20,,,SNORD2,-1.193602360280356
Sarcomatoid UC (DOWN),SARC vs conventional UC,C1orf210,,,,,,,,,,ILMN_1670064,-1.1928188809132907,1.6660772294830756e-15,2.2764814311871774e-13,,,C1orf210,-1.1928188809132907
Sarcomatoid UC (DOWN),SARC vs conventional UC,SLC6A11,,,,,,,,,,ILMN_1798577,-1.1926489428242937,4.75793082049256e-07,5.960500371582513e-06,,,SLC6A11,-1.1926489428242937
Sarcomatoid UC (DOWN),SARC vs conventional UC,PROM2,,,,,,,,,,ILMN_1761946,-1.1740620653748328,1.021780567585953e-17,2.3268874212381814e-15,,,PROM2,-1.1740620653748328
Sarcomatoid UC (DOWN),SARC vs conventional UC,SCARNA5,,,,,,,,,,ILMN_3236408,-1.1712667730919444,3.747367375159714e-12,1.9588329427058166e-10,,,SCARNA5,-1.1712667730919444
Sarcomatoid UC (DOWN),SARC vs conventional UC,TRIM33,,,,,,,,,,ILMN_1682316,-1.169361458740318,1.2750362391186928e-10,4.345982854554148e-09,,,TRIM33,-1.169361458740318
Sarcomatoid UC (DOWN),SARC vs conventional UC,CCL21,,,,,,,,,,ILMN_1677505,-1.1691193261509492,7.996586671424832e-05,0.0005352374724229,,,CCL21,-1.1691193261509492
Sarcomatoid UC (DOWN),SARC vs conventional UC,LOC653602,,,,,,,,,,ILMN_1720390,-1.1623667916568603,9.512093656432862e-12,4.42847504508761e-10,,,LOC653602,-1.1623667916568603
Sarcomatoid UC (DOWN),SARC vs conventional UC,CDC42BPG,,,,,,,,,,ILMN_1692342,-1.1562601874791545,1.3036468795594637e-07,1.940916097035595e-06,,,CDC42BPG,-1.1562601874791545
Sarcomatoid UC (DOWN),SARC vs conventional UC,WNT7B,,,,,,,,,,ILMN_2153495,-1.1553541829132934,1.2147029286961708e-16,2.1626865415943883e-14,,,WNT7B,-1.1553541829132934
Sarcomatoid UC (DOWN),SARC vs conventional UC,MYH11,,,,,,,,,,ILMN_2368834,-1.1457681261865122,3.043825544847766e-05,0.0002320749105398,,,MYH11,-1.1457681261865122
Sarcomatoid UC (DOWN),SARC vs conventional UC,MYOCD,,,,,,,,,,ILMN_1680273,-1.14248556651948,1.6193363359975362e-13,1.226062977902052e-11,,,MYOCD,-1.14248556651948
Sarcomatoid UC (DOWN),SARC vs conventional UC,LRRC1,,,,,,,,,,ILMN_1755383,-1.1378801315125298,2.7681761396758548e-11,1.1405429236361512e-09,,,LRRC1,-1.1378801315125298
Sarcomatoid UC (DOWN),SARC vs conventional UC,SH3YL1,,,,,,,,,,ILMN_1712231,-1.1368548564148862,2.5996148242587058e-15,3.291762271217587e-13,,,SH3YL1,-1.1368548564148862
Sarcomatoid UC (DOWN),SARC vs conventional UC,PEX13,,,,,,,,,,ILMN_2113957,-1.1366300493827772,4.556533469936274e-24,8.366080234144869e-21,,,PEX13,-1.1366300493827772
Sarcomatoid UC (DOWN),SARC vs conventional UC,DHRS2,,,,,,,,,,ILMN_1725726,-1.1331787902018853,7.600010169168427e-12,3.6362459078120654e-10,,,DHRS2,-1.1331787902018853
Sarcomatoid UC (DOWN),SARC vs conventional UC,PADI3,,,,,,,,,,ILMN_1758888,-1.1304638439383057,8.589217252791256e-07,1.0076894378404502e-05,,,PADI3,-1.1304638439383057
Sarcomatoid UC (DOWN),SARC vs conventional UC,METTL7A,,,,,,,,,,ILMN_1656285,-1.126798490841873,4.545607212486206e-17,8.962167992027334e-15,,,METTL7A,-1.126798490841873
Sarcomatoid UC (DOWN),SARC vs conventional UC,MFAP5,,,,,,,,,,ILMN_1733415,-1.1262240502058465,5.97521531489464e-10,1.6813591983300755e-08,,,MFAP5,-1.1262240502058465
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNCG,,,,,,,,,,ILMN_1653161,-1.1224793250070908,3.0480485088338204e-05,0.0002322763191803,,,SNCG,-1.1224793250070908
Sarcomatoid UC (DOWN),SARC vs conventional UC,RPL10A,,,,,,,,,,ILMN_2154566,-1.1223670699977395,4.3690254824258457e-14,3.8313093014096734e-12,,,RPL10A,-1.1223670699977395
Sarcomatoid UC (DOWN),SARC vs conventional UC,GRHL1,,,,,,,,,,ILMN_1651286,-1.121044273564194,3.427750607630932e-07,4.511515663099189e-06,,,GRHL1,-1.121044273564194
Sarcomatoid UC (DOWN),SARC vs conventional UC,STAP2,,,,,,,,,,ILMN_2384237,-1.12018014021902,3.484917148908593e-08,6.086588054904146e-07,,,STAP2,-1.12018014021902
Sarcomatoid UC (DOWN),SARC vs conventional UC,ADD3,,,,,,,,,,ILMN_1787378,-1.1188770760774096,4.418395033020308e-11,1.7329665004677915e-09,,,ADD3,-1.1188770760774096
Sarcomatoid UC (DOWN),SARC vs conventional UC,EFNA1,,,,,,,,,,ILMN_2371055,-1.1154297870603287,3.696060391671677e-07,4.810773864693791e-06,,,EFNA1,-1.1154297870603287
Sarcomatoid UC (DOWN),SARC vs conventional UC,MFAP4,,,,,,,,,,ILMN_1766914,-1.1078060307790034,4.9695403371513536e-05,0.0003559000158081,,,MFAP4,-1.1078060307790034
Sarcomatoid UC (DOWN),SARC vs conventional UC,MID1,,,,,,,,,,ILMN_1761858,-1.1069638358726896,1.1812892934770885e-19,4.232040923716637e-17,,,MID1,-1.1069638358726896
Sarcomatoid UC (DOWN),SARC vs conventional UC,LARP1B,,,,,,,,,,ILMN_1733390,-1.105875134604216,5.358254707573785e-07,6.633352235330598e-06,,,LARP1B,-1.105875134604216
Sarcomatoid UC (DOWN),SARC vs conventional UC,MAL,,,,,,,,,,ILMN_2327860,-1.1046082289425998,3.3572894266262194e-14,3.0724950618691105e-12,,,MAL,-1.1046082289425998
Sarcomatoid UC (DOWN),SARC vs conventional UC,SYPL1,,,,,,,,,,ILMN_2377174,-1.1037190930580962,3.0481827249387613e-22,2.2386615977631497e-19,,,SYPL1,-1.1037190930580962
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORD27,,,,,,,,,,ILMN_1755004,-1.1036294569195633,8.17448123621086e-19,2.3314731580210336e-16,,,SNORD27,-1.1036294569195633
Sarcomatoid UC (DOWN),SARC vs conventional UC,SPON1,,,,,,,,,,ILMN_1791890,-1.1022594010107287,7.71105215149229e-10,2.1052748982749912e-08,,,SPON1,-1.1022594010107287
Sarcomatoid UC (DOWN),SARC vs conventional UC,SNORD9,,,,,,,,,,ILMN_3244449,-1.1010111874942528,4.684387899448124e-26,1.720165791526094e-22,,,SNORD9,-1.1010111874942528
Sarcomatoid UC (DOWN),SARC vs conventional UC,CYP4B1,,,,,,,,,,ILMN_1659215,-1.09975858895365,5.152008106574968e-15,6.078335025978028e-13,,,CYP4B1,-1.09975858895365
Sarcomatoid UC (DOWN),SARC vs conventional UC,LXN,,,,,,,,,,ILMN_1723962,-1.09781529845303,1.5199491780719466e-12,8.636662863485409e-11,,,LXN,-1.09781529845303
Sarcomatoid UC (DOWN),SARC vs conventional UC,ARL6IP5,,,,,,,,,,ILMN_1769810,-1.0969579243919547,3.461023061337314e-13,2.3700343699978152e-11,,,ARL6IP5,-1.0969579243919547
Sarcomatoid UC (DOWN),SARC vs conventional UC,MAL,,,,,,,,,,ILMN_2320330,-1.0937014267872651,1.0336772356921338e-07,1.5790669890916435e-06,,,MAL,-1.0937014267872651
Sarcomatoid UC (DOWN),SARC vs conventional UC,PKP2,,,,,,,,,,ILMN_2386973,-1.0923677818356978,5.8945292973889925e-09,1.2704591868627764e-07,,,PKP2,-1.0923677818356978
Sarcomatoid UC (DOWN),SARC vs conventional UC,GSTM2,,,,,,,,,,ILMN_2201580,-1.0922347466450857,7.4884910021136e-09,1.574727273937661e-07,,,GSTM2,-1.0922347466450857
